State,Name,Temperature,Dew_Point,GHI,Pressure,Wind_Speed,Suitability
Texas,Buffalo Gap Wind Farm,17.45115296803653,7.76876712328767,223.40399543379,934.0,3.5350799086758,1
Texas,Spinning Spur Wind Farm,14.934440639269406,3.132785388127854,227.9785388127854,881.9657534246576,3.666883561643836,1
Iowa,Highland Wind Energy Center,8.405753424657535,2.7976712328767124,170.0865296803653,961.703196347032,3.7269292237442926,1
Texas,South Plains Wind Farm I & II,15.719041095890413,4.71689497716895,227.71198630136988,905.682305936073,3.486632420091325,1
Wyoming,TB Flats,5.785936073059361,-3.1157305936073056,197.29018264840184,788.4568493150684,3.730970319634704,1
Colorado,Cheyenne Ridge Wind Farm,12.32527397260274,1.7214954337899542,211.85216894977168,869.7422374429224,3.290296803652968,1
North Dakota,Bison Wind Energy Center,7.027180365296804,0.1738584474885844,164.57180365296804,937.8271689497716,3.539942922374429,1
Texas,Panther Creek Wind Farm,18.566404109589044,8.697157534246577,222.35433789954337,950.6576484018263,3.310833333333333,1
Oregon,Biglow Canyon Wind Farm,11.03777397260274,3.9409703196347032,184.69714611872143,970.7332191780822,2.4262328767123287,1
Iowa,Rolling Hills Wind Farm,9.874166666666666,4.06697488584475,177.23333333333332,969.5528538812786,3.4905821917808217,1
Colorado,Peetz Table Wind Energy Center,10.750125570776255,0.8470091324200913,198.14543378995432,863.4061643835616,3.2885844748858446,1
Oklahoma,Blue Canyon Wind Farm,15.686872146118722,8.152876712328768,212.9494292237443,951.711301369863,3.1732876712328766,1
Iowa,Crystal Lake Wind Farm,8.113892694063926,3.0696004566210044,167.97968036529682,969.0286529680366,3.692191780821918,1
Kansas,Cimarron Bend Wind Farm,13.690148401826484,5.2784589041095895,212.0425799086758,925.9132420091324,3.522054794520548,1
Nebraska,Grande Prairie Wind Farm,10.188550228310502,3.4008219178082197,178.66643835616438,948.2732876712328,3.5439726027397263,1
Missouri,High Prairie Renewable Energy Center,11.128767123287671,6.182340182648402,178.71301369863014,982.8996575342466,2.442694063926941,1
Oregon,Klondike Wind Farm,10.193093607305936,3.75716894977169,184.1332191780822,959.0279680365296,2.3920205479452057,1
Texas,Lone Star Wind Farm,18.196461187214613,9.420239726027395,220.16278538812784,952.8803652968036,3.3186986301369865,1
Washington,Windy Point/Windy Flats,10.896689497716896,3.919178082191781,184.4944063926941,969.6950913242008,2.3145205479452056,1
Texas,Panhandle Wind Farm (I & II),15.06920091324201,3.9707305936073056,221.75034246575345,900.075,3.858264840182649,1
Illinois,Twin Groves Wind Farms I & II,10.5287100456621,6.472089041095891,175.71963470319633,988.2616438356164,3.137568493150685,1
Texas,Papalote Creek Wind Farm,22.76146118721461,18.03497716894977,215.57568493150688,1013.2793378995434,3.3350570776255712,1
Texas,Stephens Ranch Wind Farm,17.24554794520548,5.945068493150686,233.80353881278535,913.5816210045662,3.365251141552512,1
New Mexico,Red Cloud Wind,12.948310502283103,-0.1638127853881279,235.69406392694063,814.4780821917808,3.332420091324201,1
Washington,Lower Snake River Wind Project,10.51203196347032,2.6470890410958905,170.19109589041096,950.9617579908676,2.572146118721461,1
Iowa,Beaver Creek Wind Farm I & II,9.165890410958903,3.347054794520548,175.71803652968038,976.736415525114,3.512340182648402,1
New Mexico,Clines Corner Wind Farm,12.373196347031962,-0.3100342465753424,235.9772831050228,808.203196347032,3.5577625570776257,1
New Mexico,Broadview Energy Wind,14.260159817351598,2.3243150684931506,234.00981735159817,866.0897260273972,3.4934474885844757,1
Arizona,White Hills,21.436609589041097,0.5032876712328768,234.91997716894977,965.3796803652968,2.6390182648401828,1
New York,Maple Ridge Wind Farms I & II,6.020114155251142,3.579840182648402,157.64520547945204,960.859589041096,0.5879680365296804,1
Nebraska,Rattlesnake Creek Wind Farm,9.712328767123289,3.988972602739726,177.96609589041097,961.6665525114156,3.4067694063926943,1
Utah,Milford Wind Corridor Project,12.007819634703196,-2.657751141552512,216.57066210045664,840.8478310502284,2.50574200913242,1
Illinois,Radford's Run Wind Farm,11.308493150684932,6.986472602739726,179.19303652968037,994.3432648401828,3.0734246575342468,1
Ohio,Blue Creek Wind Farm,10.555696347031963,6.31818493150685,170.00045662100456,989.912785388128,3.256700913242009,1
Iowa,Ida Grove Wind Farm,9.311038812785387,3.738767123287672,174.5791095890411,966.867808219178,3.528481735159817,1
Oklahoma,Balko Wind,14.780125570776256,4.196312785388128,214.83641552511412,913.6754566210044,3.510650684931507,1
Oklahoma,Chisholm View Wind I & II,15.37164383561644,8.181974885844749,203.16598173515985,975.087899543379,3.2681164383561643,1
Texas,Green Pastures Wind Farm,18.574794520547947,8.26799086757991,218.25730593607307,966.8125570776256,3.3521118721461187,1
Texas,Jumbo Road Wind Farm,15.306449771689495,3.2744520547945206,229.2939497716895,884.051598173516,3.639657534246576,1
Oklahoma,Kay Wind Farm,15.00115296803653,8.114634703196346,199.7087899543379,973.2050228310502,3.2236301369863014,1
Missouri,Rock Creek Wind Project,11.206963470319634,5.758219178082192,180.7665525114155,977.7086757990868,3.336518264840183,1
Texas,Santa Rita Wind Energy,18.18582191780822,8.34810502283105,227.8570776255708,923.5517123287672,3.5924657534246576,1
Texas,Sherbino Wind Farm,18.43100456621005,6.91546803652968,236.6700913242009,912.6479452054796,3.7288584474885846,1
California,Shiloh Wind Farm,15.15808219178082,7.698824200913242,220.99406392694064,1008.1325342465752,2.7050913242009136,1
Oregon,Stateline Wind Project,13.20068493150685,3.789988584474886,178.2947488584475,984.112899543379,2.5051141552511416,1
Iowa,Story County Wind Farm I & II,9.45494292237443,5.373436073059361,171.2154109589041,976.92899543379,3.296598173515982,1
Illinois,Streator Cayuga Ridge South Wind Farm,9.95623287671233,5.706723744292238,172.91095890410958,991.1400684931508,3.2375799086757997,1
Texas,Tahoka Wind Farm,17.01189497716895,5.757545662100457,232.71883561643835,911.9054794520548,3.2758447488584475,1
Illinois,Top Crop Wind Farm,9.910182648401824,5.502888127853882,172.4150684931507,992.739497716895,3.229497716894977,1
North Dakota,Brady Wind Energy Center (I & II),7.821278538812787,0.1054908675799086,174.4052511415525,918.3671232876712,3.705673515981735,1
Oklahoma,Canadian Hills Wind Farm,16.35365296803653,8.224988584474886,205.40536529680367,968.5916666666668,3.307488584474886,1
Kansas,Diamond Vista Wind Farm,13.060159817351598,6.304737442922375,191.7672374429224,969.1946347031964,3.4865753424657537,1
Oklahoma,Red Dirt Wind Project,16.2665296803653,8.46038812785388,203.98196347031964,979.1409817351598,3.2690525114155253,1
Oklahoma,Seiling,15.319977168949771,6.859155251141553,210.5485159817352,951.8567351598174,3.3909589041095893,1
New Mexico,El Cabo Wind Farm,12.97219178082192,-0.92675799086758,235.94406392694063,819.6122146118721,3.026164383561644,1
Nebraska,Haystack Wind Farm,10.384874429223744,1.744189497716895,193.8085616438356,898.2954337899544,3.472134703196347,1
Oklahoma,Kingfisher Wind Farm,15.605148401826485,8.299897260273973,206.44406392694063,970.9348173515982,3.13337899543379,1
Oklahoma,Thunder Ranch Wind Farm,15.465696347031963,8.530285388127854,202.35502283105023,979.5345890410958,3.2040182648401827,1
Iowa,Pioneer Prairie Wind Farm,7.460867579908676,3.356575342465754,168.81255707762557,970.4842465753424,3.564897260273973,1
Texas,Miami Wind Energy Center,14.982465753424655,4.630593607305936,218.78561643835616,913.9498858447488,3.6133561643835614,1
Iowa,Pomeroy Wind Farm (1-4),9.072853881278538,3.550719178082192,171.79703196347032,971.706392694064,3.693436073059361,1
Texas,Gulf Wind Farm,23.81175799086758,18.74455479452055,217.4977168949772,1014.9358447488584,4.00777397260274,1
Texas,King Mountain Wind Farm,18.43246575342466,7.043002283105023,237.59703196347036,908.3632420091324,3.479600456621005,1
Kansas,Western Plains Wind Farm,13.059486301369864,4.687853881278539,208.9336757990868,929.6630136986302,3.648162100456621,1
Texas,Bethel Wind Farm,15.25780821917808,3.148595890410959,229.0480593607306,880.8256849315069,3.3681164383561644,1
New Mexico,Tecolote Wind,12.373196347031962,-0.3100342465753424,235.9772831050228,808.203196347032,3.5577625570776257,1
Texas,Helena Energy Center,18.43100456621005,6.91546803652968,236.6700913242009,912.6479452054796,3.7288584474885846,1
Washington,Tucannon River Wind Farm,8.988310502283106,2.355833333333333,172.96438356164384,922.5494292237444,2.472203196347032,1
West Virginia,Mount Storm Wind Farm,8.919794520547946,5.40175799086758,171.0824200913242,922.5841324200914,0.2267465753424657,1
Texas,Wake Wind Farm,16.49623287671233,5.324771689497717,226.2154109589041,911.7979452054794,3.446472602739726,1
Texas,Amazon Wind Farm,17.965205479452056,7.087363013698631,227.6134703196347,932.8562785388128,3.6015068493150686,1
Oklahoma,Keenan I & II,15.299577625570778,6.103230593607306,208.7624429223744,942.113698630137,3.5783333333333336,1
Colorado,Cedar Point Wind Farm,10.405011415525117,-0.4542009132420092,211.2739726027397,823.4498858447489,3.1620547945205484,1
Kansas,Smoky Hills Wind Farm,13.338447488584476,5.59398401826484,192.85719178082192,962.8360730593608,3.485719178082192,1
Iowa,Arbor Hill Wind Farm,9.273139269406393,3.993618721461187,175.86712328767123,970.0287671232876,3.461461187214612,1
Texas,Camp Springs Energy Center,17.874657534246577,7.198025114155252,226.94840182648403,929.5787671232875,3.506312785388128,1
Wyoming,Ekola Flats,6.080799086757991,-3.754315068493151,195.0038812785388,790.0430365296804,3.8422260273972606,1
Texas,Hidalgo Wind Farm,23.677625570776257,16.39013698630137,226.2058219178082,1003.2720319634705,3.3769634703196347,1
Iowa,Lundgren Wind Farm,8.781004566210047,3.5316894977168958,173.30844748858448,976.3108447488584,3.588584474885845,1
Iowa,O'Brien Wind Farm,8.214737442922376,2.9295091324200917,170.57111872146118,962.6397260273972,3.566746575342466,1
Texas,Palo Duro Wind Facility,14.737876712328768,3.190890410958904,219.0566210045662,906.7006849315068,3.5427397260273974,1
New Mexico,Roosevelt Wind Farm,15.515593607305936,2.27189497716895,237.973401826484,867.7739726027397,3.255125570776256,1
Texas,Willow Springs Wind Farm,18.515399543378997,8.275365296803653,222.50616438356164,961.8339041095892,3.40101598173516,1
Minnesota,Elm Creek (I & II),8.41716894977169,2.8194292237442924,167.81689497716894,971.8212328767124,3.6312785388127855,1
Colorado,Golden West Wind Farm,9.490833333333333,-1.8094520547945208,213.21906392694063,801.2866438356165,3.028207762557078,1
Oklahoma,Rush Springs Wind Energy Ctr.,16.18535388127854,8.84431506849315,210.2763698630137,971.153196347032,3.2410045662100457,1
Oklahoma,Armadillo Flats Wind Farm,15.466552511415523,8.012294520547945,203.6505707762557,973.5052511415524,3.1956050228310504,1
Illinois,Big Sky Wind Farm,9.74659817351598,5.720570776255708,174.24109589041095,986.444406392694,3.120228310502283,1
Montana,Pryor Mountain Wind Farm,8.362351598173516,-1.1711187214611871,181.41735159817352,858.1332191780822,2.313093607305936,1
Wyoming,"Glenrock wind farm (I, II, III)",8.916997716894977,-2.4735045662100457,190.47933789954337,834.2567351598174,3.927968036529681,1
Nebraska,Prairie Breeze Wind Farm,9.775970319634704,3.435810502283105,179.54794520547946,944.0447488584476,3.625662100456621,1
Texas,Chapman Ranch Wind Farm,23.109452054794524,18.163173515981736,216.2187214611872,1014.1296803652968,3.65925799086758,1
Missouri,Clear Creek Energy Center,10.61788812785388,5.570867579908676,180.26735159817352,976.1388127853882,3.3793721461187216,1
Texas,Electra Wind Farm,18.17585616438356,7.485376712328766,220.4736301369863,965.3215753424656,3.1883447488584475,1
Texas,Horse Creek Wind Farm,18.497614155251146,8.14947488584475,222.3914383561644,957.8003424657534,3.393527397260274,1
Texas,Mariah North Wind Farm,15.516278538812786,2.6424200913242006,233.712899543379,876.155593607306,3.4573858447488584,1
Nebraska,Plum Creek Wind,11.393744292237445,4.965342465753425,187.66986301369863,962.6921232876712,3.3834018264840187,1
Washington,Wild Horse Wind Farm,6.974543378995434,0.6579109589041096,183.65,905.4720319634704,1.8306164383561645,1
Texas,Breunnings Breeze,23.933812785388128,18.357397260273974,219.5804794520548,1013.7600456621004,3.723904109589041,1
Alabama,Birmingham,17.039874429223747,12.449703196347032,195.1450913242009,997.567808219178,0.1935045662100456,0
Alabama,Montgomery,18.12054794520548,13.01994292237443,205.36118721461187,1008.8695205479452,1.499714611872146,0
Alabama,Mobile,20.14164383561644,16.376712328767123,204.4972602739726,1017.9949771689496,2.3288926940639274,0
Alabama,Huntsville,16.063652968036532,11.286198630136989,185.99828767123287,993.331392694064,1.0410616438356166,0
Alabama,Tuscaloosa,17.593310502283103,13.031894977168951,199.63070776255708,1011.07100456621,0.1167351598173516,0
Alabama,Hoover,17.0715296803653,12.605148401826485,194.3335616438356,997.0546803652968,0.1937328767123287,0
Alabama,Dothan,18.97286529680365,14.67939497716895,204.21518264840185,1006.4883561643836,1.5521803652968036,0
Alabama,Auburn,17.426210045662103,12.860696347031965,199.11278538812783,993.410388127854,0.418162100456621,0
Alabama,Decatur,16.08595890410959,11.651278538812784,191.6013698630137,993.3385844748858,1.1151598173515982,0
Alabama,Madison,16.10681506849315,11.272648401826483,190.96312785388128,991.8026255707764,1.064703196347032,0
Alabama,Florence,16.17194063926941,11.622317351598172,192.1469178082192,999.4690639269406,1.2992922374429223,0
Alabama,Gadsden,16.432374429223746,11.642283105022832,190.60913242009133,997.3544520547944,0.4159817351598173,0
Alabama,Vestavia Hills,16.71357305936073,12.201906392694063,196.23607305936076,988.8793378995434,0.1880479452054794,0
Alabama,Prattville,18.583356164383563,13.680045662100456,201.724200913242,1007.1073059360732,1.4182420091324202,0
Alabama,Phenix City,17.987397260273973,12.926004566210048,201.2601598173516,1001.9538812785388,0.2510616438356164,0
Alabama,Alabaster,17.479931506849315,13.071335616438358,195.82682648401823,999.6415525114156,0.1853767123287671,0
Alabama,Bessemer,17.112865296803655,12.652328767123288,195.0205479452055,998.8546803652968,0.1899543378995433,0
Alabama,Enterprise,18.40513698630137,14.211415525114155,203.79383561643837,1005.1245433789954,0.5770205479452054,0
Alabama,Opelika,17.60593607305936,12.602511415525116,198.26164383561644,993.2875570776256,0.3954566210045662,0
Alabama,Homewood,16.54312785388128,12.193755707762556,195.34828767123287,996.0894977168948,0.1984703196347032,0
Arizona,Phoenix,22.944897260273976,3.30189497716895,242.27899543379,970.0598173515982,1.9857077625570776,-1
Arizona,Tucson,21.196392694063928,2.601073059360731,245.0755707762557,930.7906392694064,2.367283105022832,-1
Arizona,Mesa,22.857625570776257,3.024680365296804,241.85376712328767,964.1989726027396,2.002945205479452,-1
Arizona,Chandler,22.87176940639269,2.56291095890411,243.2005707762557,967.2010273972604,2.0013698630136987,-1
Arizona,Glendale,22.983938356164387,2.788230593607306,243.15319634703195,969.5785388127854,2.116586757990868,-1
Arizona,Scottsdale,22.562374429223745,2.7089840182648404,242.6950913242009,962.6235159817352,2.0098858447488586,-1
Arizona,Gilbert,23.023767123287676,2.851826484018265,242.0398401826484,965.3160958904108,1.9871917808219175,-1
Arizona,Tempe,22.741118721461188,2.7503196347031964,241.88618721461188,966.6817351598172,2.025205479452054,-1
Arizona,Peoria,22.994794520547945,2.3086415525114155,244.34075342465752,970.543493150685,2.1881735159817355,-1
Arizona,Surprise,22.89655251141553,2.4581278538812787,243.33162100456624,970.0086757990867,2.175936073059361,-1
Arizona,Yuma,23.335513698630137,4.34365296803653,250.31312785388127,1001.685502283105,2.318002283105023,-1
Arizona,Avondale,23.154235159817357,2.675993150684932,242.28093607305937,975.6865296803652,2.203824200913242,-1
Arizona,Flagstaff,10.13978310502283,-2.5075342465753425,229.04828767123288,790.9450913242009,1.4436872146118722,-1
Arizona,Goodyear,23.14334474885845,2.075148401826484,242.4868721461187,977.1277397260274,2.1912899543379,-1
Arizona,Lake Havasu City,23.70625570776256,1.463082191780822,241.19874429223745,989.2546803652968,2.5261529680365298,-1
Arizona,Buckeye,23.306906392694064,2.297351598173516,245.48972602739727,979.5060502283104,2.217922374429224,-1
Arizona,Casa Grande,22.804783105022832,3.0789269406392696,245.52979452054797,962.0057077625572,1.9278652968036527,-1
Arizona,Sierra Vista,17.088036529680366,0.8138127853881278,247.53173515981732,863.6598173515981,2.424680365296804,-1
Arizona,Maricopa,23.314531963470323,2.5775228310502287,246.7388127853881,977.7852739726028,2.1798744292237444,-1
Arizona,Oro Valley,20.491472602739726,2.4991438356164384,241.75376712328767,917.5311643835616,2.329509132420091,-1
Arkansas,Little Rock,16.744394977168948,12.218082191780825,193.8623287671233,1004.9175799086756,1.0628310502283105,-1
Arkansas,Fort Smith,16.073744292237443,10.923196347031965,191.7783105022831,999.4022831050228,1.735662100456621,-1
Arkansas,Fayetteville,14.095684931506849,9.44650684931507,190.4837899543379,969.7291095890412,0.6853538812785389,-1
Arkansas,Springdale,14.190525114155252,9.512020547945204,191.97716894977168,969.6299086757992,0.7836415525114157,-1
Arkansas,Jonesboro,14.937522831050227,10.82351598173516,189.187899543379,1005.28299086758,2.328584474885845,-1
Arkansas,North Little Rock,16.386267123287674,11.320913242009132,193.0716894977169,1004.9801369863012,1.3845890410958903,-1
Arkansas,Conway,16.747294520547946,11.984737442922375,187.72785388127852,1004.145091324201,0.9198972602739728,-1
Arkansas,Rogers,14.46722602739726,9.962465753424658,188.96917808219175,968.3445205479452,1.25851598173516,-1
Arkansas,Bentonville,14.658835616438358,9.492671232876711,191.41712328767125,970.5409817351598,1.530433789954338,-1
Arkansas,Pine Bluff,17.068835616438356,12.036506849315067,190.3074200913242,1008.735502283105,1.336461187214612,-1
Arkansas,Hot Springs,16.597043378995433,12.43458904109589,189.5662100456621,996.489383561644,0.2122031963470319,-1
Arkansas,Benton,14.478207762557078,9.434554794520547,192.5716894977169,971.9400684931506,1.4978082191780824,-1
Arkansas,Texarkana,17.896221461187213,12.27609589041096,196.3939497716895,1005.762100456621,1.243093607305936,-1
Arkansas,Sherwood,16.663310502283107,11.858413242009131,191.73698630136985,1002.4402968036528,1.5466324200913242,-1
Arkansas,Jacksonville,16.500993150684934,11.560068493150684,194.64874429223744,1006.7998858447488,1.898687214611872,-1
Arkansas,Russellville,16.636906392694065,11.066495433789957,194.09554794520548,1004.1127853881278,0.2155936073059361,-1
Arkansas,Searcy,14.893778538812786,10.403835616438355,190.46598173515983,983.055593607306,0.2361643835616438,-1
Arkansas,Cabot,16.09933789954338,11.53543378995434,192.6689497716895,1004.7921232876712,2.096449771689498,-1
Arkansas,Van Buren,15.12320776255708,10.775753424657536,185.98721461187213,992.3481735159818,0.6531506849315069,-1
Arkansas,El Dorado,17.433812785388128,12.794520547945206,195.604794520548,1008.0730593607306,0.0559246575342465,-1
California,Los Angeles,17.929965753424657,7.698824200913242,225.3915525114155,985.662100456621,2.0699657534246576,-1
California,San Diego,18.6725799086758,11.014006849315068,220.49908675799088,1013.2801369863014,2.370068493150685,-1
California,San Jose,15.506860730593608,8.478504566210045,218.58036529680365,1020.2421232876712,2.0498744292237445,-1
California,San Francisco,14.311860730593608,9.66167808219178,209.9883561643836,1017.2053652968036,2.719771689497717,-1
California,Fresno,19.53696347031964,4.987728310502283,224.7224885844749,995.8441780821918,1.9015068493150689,-1
California,Sacramento,17.1775799086758,6.335958904109589,219.9980593607306,1010.820205479452,2.0362100456621004,-1
California,Long Beach,18.143630136986303,10.176769406392694,223.8687214611872,1007.455707762557,2.246495433789954,-1
California,Oakland,14.412728310502285,9.03939497716895,209.7769406392694,1020.3175799086758,2.528036529680365,-1
California,Bakersfield,19.855502283105025,4.130947488584475,229.13732876712328,999.844406392694,1.87046803652968,-1
California,Anaheim,18.68642694063927,8.255159817351597,227.0965753424657,996.9690639269406,2.0349543378995434,-1
California,Santa Ana,18.70584474885845,9.317762557077629,227.687899543379,1007.066780821918,2.184109589041096,-1
California,Riverside,19.216164383561644,4.563344748858448,236.15102739726024,971.5053652968036,1.804543378995434,-1
California,Stockton,16.34312785388128,7.159988584474886,221.05479452054797,1006.3469178082192,2.1850342465753427,-1
California,Irvine,18.877340182648403,9.51412100456621,227.20513698630137,1011.1253424657534,2.234634703196347,-1
California,Chula Vista,18.7962899543379,10.33996575342466,229.82534246575344,1012.515296803653,2.237431506849316,-1
California,Fremont,15.616655251141552,8.437214611872147,216.7945205479452,1021.9752283105024,2.101609589041096,-1
California,San Bernardino,20.23438356164384,0.1345547945205479,246.38333333333333,945.417808219178,2.5164954337899546,-1
California,Modesto,17.64466894977169,6.181872146118722,221.65376712328768,1006.0728310502284,2.157180365296804,-1
California,Fontana,18.354931506849315,4.118550228310502,232.223401826484,960.4058219178082,1.7983333333333336,-1
California,Santa Clarita,19.11762557077625,5.013162100456621,234.5066210045662,977.2569634703196,2.2523059360730597,-1
Colorado,Denver,10.662248858447487,-1.722340182648402,203.85148401826484,826.0522831050229,2.469155251141552,-1
Colorado,Colorado Springs,10.398013698630136,-2.218961187214612,206.9882420091324,816.1819634703196,2.711826484018265,-1
Colorado,Aurora,10.256769406392694,-1.6590525114155252,207.27568493150685,821.4247716894977,2.529098173515982,-1
Colorado,Fort Collins,10.599463470319636,-1.304783105022831,191.25696347031965,832.3646118721462,2.495810502283105,-1
Colorado,Lakewood,10.343995433789956,-2.1391552511415526,195.88230593607307,820.9664383561644,2.3854109589041097,-1
Colorado,Thornton,10.368036529680364,-1.8761757990867576,206.45262557077623,821.614497716895,2.5664155251141554,-1
Colorado,Arvada,10.423150684931509,-1.819566210045662,194.8719178082192,820.7559360730594,2.408287671232877,-1
Colorado,Westminster,10.29117579908676,-1.7575456621004566,201.987100456621,818.2448630136986,2.393812785388128,-1
Colorado,Pueblo,13.26626712328767,-1.3965525114155253,215.7263698630137,851.0087899543379,2.659109589041096,-1
Colorado,Centennial,9.894383561643837,-2.2673059360730594,206.6277397260274,809.7471461187215,2.492328767123288,-1
Colorado,Boulder,10.890319634703197,-2.401426940639269,188.4446347031964,827.8926940639269,2.2474086757990865,-1
Colorado,Greeley,11.20392694063927,-0.7061415525114155,201.0231735159817,845.7635844748859,2.5979109589041096,-1
Colorado,Longmont,10.8812899543379,-1.5355707762557078,193.53424657534248,835.243607305936,2.3612671232876714,-1
Colorado,Loveland,10.34851598173516,-1.5186529680365295,192.00342465753425,830.7553652968037,2.612808219178082,-1
Colorado,Grand Junction,12.699303652968036,-1.429543378995434,210.03858447488585,860.5432648401827,2.145696347031963,-1
Colorado,Broomfield,9.83505707762557,-1.672077625570776,197.0038812785388,817.1939497716895,2.469543378995434,-1
Colorado,Castle Rock,9.167591324200911,-2.5459132420091324,207.00365296803653,799.3066210045662,2.504178082191781,-1
Colorado,Commerce City,10.71304794520548,-1.5381849315068492,204.7423515981735,827.3703196347032,2.522351598173516,-1
Colorado,Parker,9.939691780821915,-2.437842465753425,205.65376712328768,812.0238584474886,2.5250570776255707,-1
Colorado,Littleton,10.943150684931506,-2.068938356164384,198.12762557077625,823.9001141552511,2.534828767123288,-1
Connecticut,Bridgeport,11.571929223744291,7.876301369863015,171.53196347031962,1015.7091324200914,2.358584474885845,-1
Connecticut,New Haven,11.276381278538814,7.407705479452055,169.7700913242009,1016.9641552511416,1.0998630136986305,-1
Connecticut,Stamford,11.385913242009131,7.439817351598174,171.80776255707764,1014.3074200913242,1.600376712328767,-1
Connecticut,Hartford,10.336004566210049,6.179349315068493,167.1722602739726,1011.7541095890411,0.3226141552511415,-1
Connecticut,Waterbury,10.142979452054794,6.171392694063927,169.75171232876713,1000.2809360730594,0.2786529680365296,-1
Connecticut,Norwalk,11.274417808219178,7.46568493150685,169.49132420091323,1011.110616438356,1.9884132420091325,-1
Connecticut,Danbury,10.015205479452057,6.497671232876712,169.58584474885845,999.1982876712328,0.4332762557077625,-1
Connecticut,New Britain,10.183961187214612,6.127157534246575,170.52785388127853,1006.634703196347,0.4247031963470319,-1
Connecticut,Meriden,10.585445205479452,6.3908789954337895,169.47933789954337,1010.3938356164384,0.4424315068493151,-1
Connecticut,Bristol,9.96162100456621,5.771210045662101,169.16997716894977,1004.7480593607306,0.3098630136986302,-1
Connecticut,West Haven,10.760844748858448,6.886267123287672,172.38527397260273,1010.2672374429224,0.9933675799086756,-1
Connecticut,Milford,10.991518264840185,7.265776255707763,168.2390410958904,1014.551598173516,2.2723059360730598,-1
Connecticut,Middletown,10.780890410958904,6.645673515981735,168.53687214611872,1014.12100456621,0.6487214611872146,-1
Connecticut,Norwich,10.653025114155252,6.834954337899544,169.9316210045662,1010.4740867579908,0.9928424657534248,-1
Connecticut,Shelton,10.911643835616438,7.228607305936073,171.57054794520548,1009.6687214611871,1.4806278538812787,-1
Connecticut,Torrington,9.04406392694064,5.092180365296803,169.49189497716895,990.4897260273972,0.1940525114155251,-1
Connecticut,New London,10.918390410958905,7.338082191780821,169.6687214611872,1012.0045662100456,1.2434246575342465,-1
Connecticut,Ansonia,10.45458904109589,6.717534246575342,172.40148401826485,1007.6156392694064,0.5223630136986303,-1
Connecticut,Derby,10.927009132420093,6.726792237442923,172.82351598173517,1009.412899543379,0.4552397260273972,-1
Connecticut,Groton,10.848299086757992,7.409463470319634,170.96529680365296,1011.1518264840182,1.1444977168949773,-1
Delaware,Wilmington,12.393219178082193,8.317294520547945,177.2158675799087,1015.3164383561644,1.9269520547945207,-1
Delaware,Dover,13.00505707762557,8.989223744292238,181.5131278538813,1016.2406392694064,2.9749657534246574,-1
